vin,odometer_km,vibration_x_g,fuel_rail_pressure_psi,active_dtcs,snapshot_timestamp
1FAHP3VGRVI104332,52702.65892621297,1.0974328880440385,2032.876220674256,[],2025-10-13 17:12:44.699254
1FAHP3NOGMB196001,14107.317359321703,0.7829087846207567,2035.4210521447287,[],2025-10-13 17:12:44.699919
1FAHP3LRZAW838637,26167.14860205744,1.0983592663176158,2085.102757700796,[],2025-10-13 17:12:44.700100
1FAHP3WVGFY265423,25936.35896402265,5.075702708908375,1457.5942590309817,['P0325'],2025-10-13 17:12:44.700218
1FAHP3UDIHY155940,26091.121153523105,1.284051386488392,1973.264219609468,[],2025-10-13 17:12:44.700319
1FAHP3MTECQ184959,49478.06942717713,1.022503142317623,2049.157610545993,[],2025-10-13 17:12:44.700415
1FAHP3RDOXK341316,12665.422720255352,0.827997327684292,1948.4992712068447,[],2025-10-13 17:12:44.700504
1FAHP3OKIUP553419,2452.172635652202,1.091603944164881,2020.2139935475725,[],2025-10-13 17:12:44.700642
1FAHP3RUXXD276483,52830.04595832352,0.8193313027406004,1995.538727354167,[],2025-10-13 17:12:44.700729
1FAHP3NKTUN305641,3334.654817472143,1.1798870081511443,2037.229201359984,[],2025-10-13 17:12:44.700814
1FAHP3PVJIQ767242,21479.85505276706,1.0126358455113034,2065.5192351084984,[],2025-10-13 17:12:44.700896
1FAHP3IGFFW969653,28065.97236973141,0.9665607713855296,2033.308303273583,[],2025-10-13 17:12:44.700978
1FAHP3EYYMD012269,33028.68097312772,6.438783253727146,1382.315110887204,['P0325'],2025-10-13 17:12:44.701058
1FAHP3WRXPV848018,22049.48716052433,4.134138951788939,1591.291030498,[],2025-10-13 17:12:44.701138
1FAHP3UUQGW146270,1100.3910979969714,1.1989963337584708,1991.873693593505,[],2025-10-13 17:12:44.701213
1FAHP3MJXWK281489,3588.106143444886,0.8812409355487351,1951.712129219687,[],2025-10-13 17:12:44.701316
1FAHP3BHXZT880957,44037.62182557067,0.7832378300026328,2090.6670602622776,[],2025-10-13 17:12:44.701384
1FAHP3UFEWI303911,45664.60188587335,1.1707449344514556,2011.8162951363888,[],2025-10-13 17:12:44.701456
1FAHP3HMBNI227824,15542.409562307434,0.8766789891909006,1981.191169860916,[],2025-10-13 17:12:44.701532
1FAHP3CHPOE346578,59972.86316378611,0.7246540594992741,1976.7889451283388,[],2025-10-13 17:12:44.701611
1FAHP3OAETO509839,45867.731626295405,0.765666028386542,2007.1007706127616,[],2025-10-13 17:12:44.701686
1FAHP3GPRQF031051,23151.036029071514,1.299473794186825,1974.7723781457887,[],2025-10-13 17:12:44.701764
1FAHP3PYEZA382997,1729.9464490683156,1.286143414132503,1877.9400688681235,[],2025-10-13 17:12:44.701839
1FAHP3ADUDR311656,37891.82582143044,0.5518652427160504,1985.3101674929603,[],2025-10-13 17:12:44.701906
1FAHP3MMICI106513,38113.49020159421,1.0344031398031708,1947.0343689441129,[],2025-10-13 17:12:44.701974
1FAHP3CZJGD624731,42655.13700082144,0.7588475743088923,1990.9496930670196,[],2025-10-13 17:12:44.702049
1FAHP3FENZD801326,11221.647370624802,0.916444040513644,2047.111907574868,[],2025-10-13 17:12:44.702123
1FAHP3SBSUY260647,2336.0453063303107,1.128363106048338,1944.3073450199436,[],2025-10-13 17:12:44.702184
1FAHP3DLVID872343,9860.91366010878,1.0623403604262438,1977.5615887755685,[],2025-10-13 17:12:44.702256
1FAHP3HKDGF500978,40427.78938966491,1.3268269986977737,1892.831633793132,[],2025-10-13 17:12:44.702343
1FAHP3HKPLM219136,29208.77500400396,0.5129872620454352,2007.204652380374,[],2025-10-13 17:12:44.702416
1FAHP3HUQNQ091699,1455.6809663698657,0.9201696414299276,2014.9925475885373,[],2025-10-13 17:12:44.702493
